company_name,company_number,category
Интернет-магазин сантехники и бытовой техники,+7 (831) 410-02-22,Магазины сантехники
Tefal,+7 (960) 197-05-79,Магазины посуды
Мультимедиа,+7 (904) 043-40-29,Магазины электроники
Приёмник Shop,+7 (920) 046-93-28,Магазины бытовой техники
Helper,+7 (831) 266-75-07,Ремонт телефонов
Звонок,+7 (831) 217-72-18,Комиссионные
Нижегородснабсбыт,+7 (831) 462-87-32,Бытовая техника оптом
Звонок,+7 (831) 217-59-90,Комиссионные
Золотое руно,+7 (831) 218-02-35,Комиссионные
Polaris,+7 (903) 165-72-68,Магазины бытовой техники
Ситилинк,+7 (987) 550-90-24,Пункты выдачи
Мир Музыки-НН,+7 (910) 384-43-57,Магазины электроники
Автоцифра,+7 (903) 969-52-19,Автоаксессуары
Ситилинк,+7 (910) 892-83-57,Пункты выдачи
ЦВТ оптовый отдел,+7 (930) 277-13-30,Бытовая техника оптом
Диора,+7 (831) 216-37-72,Магазины бытовой техники
Тарелка-TV,+7 (831) 230-96-00,Антенны
Haier,+7 (831) 200-15-80,Магазины электроники
Победа,+7 (11111) 1-11-11,Комиссионные
Центральная Рембыттехника,+7 (904) 900-00-00,Магазины бытовой техники
Miele,+7 (831) 416-01-00,Магазины бытовой техники
Линктек,+7 (495) 291-77-21,Оптовые компании
AV Studio,+7 (910) 381-85-92,Интеллектуальные здания
МБЛ-групп,+7 (920) 252-82-33,Оптовые компании
Планета 220,+7 (993) 434-75-71,Магазины бытовой техники
АутМаг.ру,+7 (831) 291-61-73,Кондиционеры
Белая техника,+7 (831) 293-05-22,Магазины бытовой техники
Магазин автомобильного освещения,+7 (831) 279-25-52,Магазины электроники
Термомикс Студия,+7 (951) 905-58-05,Магазины бытовой техники
Ситилинк,+7 (930) 717-11-61,Пункты выдачи
Бытовая техника,+7 (831) 279-73-94,Магазины бытовой техники
Чинильня,+7 (963) 232-97-97 (доб. 3),Ремонт телефонов
Ситилинк мини,+7 (930) 717-11-52,Пункты выдачи
Витрина НН,+7 (920) 069-33-33,Магазины бытовой техники
Ситилинк,+7 (910) 892-83-46,Пункты выдачи
Online,+7 (908) 161-05-05,Товары для мобильных
Золотое руно магазин распродаж,+7 (831) 218-12-22,Комиссионные
От Валентина,+7 (83159) 9-55-00,Магазины бытовой техники
Pro сервис,+7 (831) 411-11-16,Ремонт телефонов
Атоми,+7 (905) 190-35-27,Магазины парфюмерии и косметики
Уютный дом,+7 (831) 212-53-44,Товары для дома
ТехноОазис,+7 (904) 797-58-80,Ремонт бытовой техники
Керхер центр Карекс,+7 (831) 247-35-25,Магазины бытовой техники
Водяной Насос,+7 (915) 933-21-71,Насосы
Ситилинк,+7 (930) 717-11-59,Пункты выдачи
Tefal,+7 (969) 603-94-77,Магазины посуды
Домовой,+7 (831) 202-24-45,Товары для дома
Хозмагазин.рф,+7 (831) 216-35-55,Товары для дома
Максидом,+7 (831) 212-11-71,Строительные гипермаркеты
modi,+7 (495) 660-12-05,Товары для дома
Castorama,+7 (831) 266-76-31,Строительные магазины
Верес,+7 (920) 020-95-03,Магазины хозтоваров
Greenway,+7 (929) 041-04-20,Товары для дома
Хозтовары,+7 (831) 243-64-50,Товары для дома
Fix Price,+7 (499) 009-35-15,Товары для дома
Товары для дома,+7 (953) 573-98-80,Товары для дома
Южный,+7 (910) 138-70-00,Магазины хозтоваров
Верес,+7 (831) 290-25-21,Магазины хозтоваров
Звон,+7 (831) 221-19-28,Магазины посуды
Русь,+7 (831) 438-51-16,Товары для дома
1000 Мелочей,+7 (930) 706-21-41,Товары для дома
Южный,+7 (960) 165-91-59,Магазины хозтоваров
Магазин Постоянных Распродаж,+7 (831) 429-01-71,Товары для дома
Домашняя мозаика,+7 (831) 268-15-15,Магазины парфюмерии и косметики
Игрушки и товары для дома,+7 (987) 535-52-78,Товары для дома
1000 Мелочей,+7 (920) 296-22-02,Магазины хозтоваров
1000 Мелочей,+7 (951) 903-56-72,Оптовые магазины
Южный двор,+7 (831) 255-73-76,Магазины хозтоваров
1000 Мелочей,+7 (904) 069-88-99,Магазины хозтоваров
3000 Мелочей,+7 (831) 257-46-61,Товары для дома
Товары для дома,+7 (831) 256-24-58,Товары для дома
Магазин Постоянных Распродаж,+7 (986) 751-53-56,Магазины хозтоваров
Твой дом,+7 (910) 387-90-69,Товары для дома
Мелочь за мелочь,+7 (920) 296-22-22,Товары для дома
Южный,+7 (903) 605-52-07,Магазины хозтоваров
Товары для дома и сада,+7 (831) 279-72-59,Товары для дома
"Маслякова, 9",+7 (831) 433-17-01,Постельные принадлежности
Южный,+7 (952) 479-65-17,Магазины хозтоваров
Южный,+7 (910) 137-73-31,Магазины хозтоваров
Товары для дома,+7 (904) 391-62-98,Товары для дома
1000 Мелочей,+7 (920) 020-20-41,Товары для дома
Южный,+7 (903) 846-04-81,Магазины хозтоваров
Магазин сантехники,+7 (920) 010-79-64,Магазины сантехники
Дари Уют,+7 (499) 340-31-22,Товары для дома
GeoHelp,+7 (930) 811-19-19,Товары для дома
1000 Мелочей,+7 (910) 889-68-58,Товары для дома
Экотон Декор,+7 (920) 002-04-53,Товары для дома
Auroom,+7 (910) 389-29-19,Товары для дома
Bs Home,+7 (905) 192-80-93,Товары для дома
Tupperware,+7 (920) 258-43-16,Товары для дома
1000 Мелочей,+7 (960) 164-40-40,Товары для дома
Полезные мелочи,+7 (996) 567-66-52,Товары для дома
1000 Мелочей,+7 (909) 286-22-22,Магазины хозтоваров
Фикс цена,+7 (950) 617-31-31,Товары для дома
Экспресс,+7 (953) 415-43-60,Товары для дома
1000 Мелочей,+7 (961) 638-01-11,Товары для дома
5 Сезон,+7 (987) 751-14-70,Магазины одежды
Южный,+7 (960) 168-14-38,Товары для дома
Южный,+7 (951) 917-27-47,Магазины хозтоваров
Zakka,+7 (903) 602-27-19,Магазины подарков
Южный,+7 (904) 798-48-48,Магазины хозтоваров
Магазин хозтоваров и бытовой химии,+7 (904) 059-29-00,Магазины хозтоваров
АО Универсал,+7 (831) 202-42-04,Детские игрушки
Wooden Shark,+7 (910) 874-73-14,Товары для дома
Element,+7 (920) 077-50-68,Товары для дома
Верес,+7 (831) 336-71-52,Магазины хозтоваров
1000 Мелочей,+7 (969) 227-77-76,Товары для дома
HandMade Present,+7 (905) 195-04-17,Товары для дома
Южный двор,+7 (831) 255-73-67,Магазины хозтоваров
Южный,+7 (920) 026-48-10,Магазины хозтоваров
Дом Мелочей,+7 (905) 666-22-99,Товары для дома
Каждый день,+7 (831) 411-10-83,Магазины хозтоваров
Южный,+7 (950) 376-41-17,Магазины хозтоваров
Домашние колбасы,+7 (920) 056-27-31,Товары для дома
1000 Мелочей,+7 (920) 017-05-26,Детские игрушки
АктивМаркт,+7 (910) 127-40-01,Товары для дома
Южный,+7 (904) 046-03-28,Магазины хозтоваров
Игрушки и товары для дома,+7 (910) 386-57-77,Детские игрушки
1000 Мелочей,+7 (905) 193-31-09,Товары для дома
Южный,+7 (910) 399-60-72,Магазины хозтоваров
Саше,+7 (831) 216-60-60,Постельные принадлежности
1000 Мелочей,+7 (930) 706-41-41,Магазины хозтоваров
Южный,+7 (952) 452-25-03,Магазины хозтоваров
Южный,+7 (905) 013-06-50,Магазины хозтоваров
Экостеллаж,+7 (906) 360-33-20,Товары для дома
Fissman,+7 (831) 257-84-15,Магазины посуды
Корона,+7 (905) 691-97-53,Матрасы
Мягкий сон,+7 (987) 740-31-27,Постельные принадлежности
Интернет-магазин ИнМаг-НН,+7 (905) 667-95-92,Товары для дома
Южный,+7 (920) 299-17-40,Магазины хозтоваров
СанПлитка,+7 (910) 792-79-42,Сантехника оптом
Kupinn.ru,+7 (904) 910-12-68,Пункты выдачи
Южный,+7 (910) 388-56-22,Магазины хозтоваров
Южный,+7 (960) 188-00-56,Магазины хозтоваров
1000 Мелочей,+7 (953) 570-35-46,Товары для дома
Южный,+7 (910) 795-51-96,Магазины парфюмерии и косметики
Грядка НН,+7 (831) 216-24-77,Магазины для садоводов
Arya Home,+7 (910) 104-90-96,Ткани
Style Heat,+7 (831) 212-87-13,Отопительное оборудование
Ништячкофф,+7 (952) 470-07-31,Товары для дома
Регион-Сервис,+7 (904) 397-42-46,Товары для дома
ННМама.ру,+7 (962) 518-26-16,Интернет-сайты
Камин-Эксперт,+7 (908) 169-99-47,"Камины, печи"
Perfect Organics,+7 (920) 008-75-65,Магазины парфюмерии и косметики
Все для дома,+7 (83159) 6-54-98,Магазины хозтоваров
Крепёж,+7 (960) 184-03-25,Крепёж
Смирнов бэттериз,+7 (920) 255-00-07,Электротехническая продукция
Домашний Винокуръ,+7 (952) 441-46-91,Самогонное оборудование
Хорошие руки,+7 (831) 283-11-01,Парикмахерские
Pops,+7 (831) 410-28-81,Салоны красоты
Hairurg,+7 (831) 413-55-85,Парикмахерские
Стриж,+7 (831) 245-60-63,Салоны красоты
Beauty Home,+7 (901) 248-89-10,Салоны красоты
ModUm,+7 (987) 749-06-09,Парикмахерские
Sахар,+7 (831) 414-07-68,Салоны красоты
Премьер,+7 (831) 466-53-40,Салоны красоты
ЦирюльникЪ,+7 (920) 253-91-00,Парикмахерские
Ивушка,+7 (831) 410-81-68,Салоны красоты
Only You,+7 (831) 410-60-68,Парикмахерские
Ваниль,+7 (904) 067-52-10,Салоны красоты
Derby,+7 (930) 283-38-10,Барбершопы
Шестая Стрижка,+7 (831) 234-16-60,Парикмахерские
Норма,+7 (920) 026-97-27,Парикмахерские
Москва студия,+7 (987) 534-92-34,Парикмахерские
Симс,+7 (909) 293-73-07,Салоны красоты
Парикмахер-стилист Романовская К.,+7 (903) 059-43-09,Парикмахерские
Салон красоты 22,+7 (952) 440-09-19,Салоны красоты
Чио Чио,+7 (910) 895-54-57,Парикмахерские
Культура,+7 (831) 212-97-10,Парикмахерские
Cuperklac,+7 (910) 875-88-79,Парикмахерские
Астория,+7 (904) 925-77-89,Салоны красоты
Фламинго,+7 (831) 251-92-12,Парикмахерские
Танго,+7 (986) 743-55-75,Парикмахерские
Jordan Beauty,+7 (960) 193-60-00,Салоны красоты
Bambini,+7 (831) 435-12-81,Парикмахерские
Личный мастер,+7 (904) 044-35-77,Парикмахерские
Турбо Стрижка,+7 (952) 459-02-52,Парикмахерские
Красотка,+7 (831) 462-20-77,Парикмахерские
